Player,Age,Team,Position,GP,CF,CA,CF%,CF rel,FF,FA,FF%,FF rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%
Tanner Laczynski,23,PHI,C,5,28,34,45.2,-9.7,25,26,49.0,-5.5,4.8,100.0,104.8,33.3,66.7,9:59,8:47,2,1,-0.3,9,66.7
Sam Lafferty,25,PIT,C/LW,34,238,280,45.9,-5.6,189,216,46.7,-5.3,6.3,91.2,97.5,25.3,74.7,9:47,9:36,7,6,-2.7,57,57.9
Alexis Lafreniere,19,NYR,LW,56,571,678,45.7,-1.5,451,510,46.9,-0.6,9.1,90.8,99.9,53.8,46.2,13:53,12:36,15,18,-6.5,115,58.3
William Lagesson,24,EDM,D,19,150,222,40.3,-10.9,109,160,40.5,-10.9,14.3,92.1,106.4,39.8,60.2,14:09,12:53,3,7,-4.0,29,37.9
Patrik Laine,22,TOT,RW,46,520,688,43.0,-5.1,402,532,43.0,-5.8,8.8,86.1,94.9,61.3,38.7,17:27,15:15,9,40,-6.6,,
Juho Lammikko,25,FLA,RW,44,346,377,47.9,-6.0,278,296,48.4,-5.5,4.6,92.2,96.8,35.8,64.2,10:50,9:45,7,12,0.8,70,61.4
Gabriel Landeskog,28,COL,LW,54,954,588,61.9,4.3,683,440,60.8,3.6,11.4,87.4,98.8,65.4,34.6,19:57,15:43,16,35,15.4,271,57.2
Dylan Larkin,24,DET,C,44,622,658,48.6,2.7,481,521,48.0,2.2,7.0,90.1,97.1,48.1,51.9,20:24,17:13,21,38,0.6,223,60.1
Adam Larsson,28,EDM,D,56,718,847,45.9,-4.0,536,582,47.9,-1.3,9.0,92.4,101.3,36.6,63.4,19:39,17:19,12,42,-3.4,130,40.0
Jacob Larsson,23,ANA,D,46,555,652,46.0,-4.7,417,494,45.8,-4.2,8.5,90.5,99.0,43.6,56.4,17:23,15:23,4,24,-9.8,104,40.4
Johan Larsson,28,ARI,LW/C,52,471,552,46.0,-3.6,358,420,46.0,-3.4,6.9,89.7,96.6,35.2,64.8,13:59,12:09,22,6,-6.2,106,54.7
Scott Laughton,26,PHI,C,53,587,572,50.6,-2.2,445,423,51.3,-0.8,8.4,95.0,103.4,44.1,55.9,15:25,13:27,20,17,3.1,133,66.9
Jeremy Lauzon,23,BOS,D,41,547,518,51.4,-5.9,430,392,52.3,-5.8,8.2,91.4,99.6,46.3,53.7,18:43,15:33,7,20,2.1,98,49.0
Curtis Lazar,25,TOT,C/RW,50,406,475,46.1,-6.3,328,365,47.3,-5.6,5.9,92.8,98.7,40.0,60.0,13:19,11:10,18,7,-0.9,,
Nick Leddy,29,NYI,D,56,809,934,46.4,-3.6,621,690,47.4,-3.3,8.2,91.2,99.3,48.7,51.3,21:35,19:01,6,32,3.0,146,54.1
Anders Lee,30,NYI,LW,27,409,326,55.6,8.1,324,240,57.4,9.3,10.8,91.8,102.6,60.7,39.3,17:32,14:59,7,9,11.1,117,68.4
Artturi Lehkonen,25,MTL,LW,47,465,418,52.7,-2.0,335,307,52.2,-1.6,5.4,91.4,96.8,52.5,47.5,13:25,11:16,3,13,-1.1,128,60.9
Mikko Lehtonen,27,TOT,D,26,283,359,44.1,-5.8,223,288,43.6,-5.7,7.1,92.2,99.3,47.5,52.5,15:53,14:33,8,10,-1.3,,
Josh Leivo,27,CGY,LW,38,349,290,54.6,3.0,253,212,54.4,3.3,6.4,92.6,99.0,54.8,45.2,10:45,10:18,16,10,0.2,94,53.2
Brendan Lemieux,24,TOT,LW,49,324,456,41.5,-6.3,255,333,43.4,-4.8,7.7,94.1,101.7,51.9,48.1,10:08,9:33,8,13,-4.7,,
John Leonard,22,SJS,LW,44,371,403,47.9,0.1,285,290,49.6,1.5,7.5,89.9,97.4,57.2,42.8,11:15,10:17,13,11,-0.8,104,57.7
Otto Leskinen,23,MTL,D,1,12,13,48.0,5.8,7,9,43.8,5.8,0.0,100.0,100.0,83.3,16.7,16:23,16:23,0,2,0.1,2,0.0
Kris Letang,33,PIT,D,55,926,933,49.8,-0.8,718,726,49.7,-1.2,11.6,92.0,103.6,55.0,45.0,24:38,20:04,23,55,-1.5,261,50.6
Vinni Lettieri,25,ANA,C,5,41,52,44.1,-8.0,31,43,41.9,-8.8,7.7,82.8,90.5,58.6,41.4,12:43,10:51,2,1,-1.4,12,58.3
Tyler Lewington,26,NSH,D,2,23,23,50.0,1.4,21,14,60.0,9.5,23.5,92.3,115.8,52.9,47.1,14:10,12:28,0,1,0.8,6,66.7
Trevor Lewis,34,WPG,C,56,321,401,44.5,-4.6,239,297,44.6,-4.4,7.2,97.2,104.4,36.4,63.6,9:52,8:02,8,8,-1.1,112,60.7
Timothy Liljegren,21,TOR,D,2,27,15,64.3,9.4,19,11,63.3,8.6,7.7,100.0,107.7,81.8,18.2,15:06,13:11,0,1,0.8,5,20.0
Kole Lind,22,VAN,RW,7,62,79,44.0,-0.8,42,57,42.4,-1.5,0.0,90.9,90.9,37.5,62.5,13:09,11:37,2,2,-2.7,12,33.3
Oskar Lindblom,24,PHI,LW,50,450,469,49.0,-4.1,334,356,48.4,-4.3,7.9,89.8,97.7,46.8,53.2,13:11,11:10,10,9,0.0,102,56.9
Esa Lindell,26,DAL,D,56,937,893,51.2,-2.5,685,662,50.9,-2.5,9.7,91.8,101.5,49.6,50.4,23:11,19:01,9,42,2.4,184,54.3
Ryan Lindgren,22,NYR,D,51,743,725,50.6,4.3,553,544,50.4,3.0,11.2,92.2,103.3,49.0,51.0,19:60,17:21,19,25,2.5,129,50.4
Elias Lindholm,26,CGY,C,56,747,653,53.4,0.6,568,510,52.7,0.3,11.2,91.2,102.4,53.0,47.0,19:54,14:18,30,26,3.4,202,64.4
Hampus Lindholm,27,ANA,D,18,313,303,50.8,2.9,236,202,53.9,6.8,7.3,90.7,98.0,53.6,46.4,22:02,19:20,7,15,2.4,68,42.6
Par Lindholm,29,BOS,C,1,4,10,28.6,-21.4,3,9,25.0,-22.4,,100.0,,0.0,100.0,12:55,12:33,0,0,0.0,0,
Gustav Lindstrom,22,DET,D,13,125,181,40.8,-2.9,100,135,42.6,-1.4,10.8,92.7,103.5,43.0,57.0,16:07,14:32,0,8,-1.2,20,40.0
Blake Lizotte,23,LAK,C,41,393,386,50.4,1.2,297,280,51.5,2.2,8.7,91.7,100.3,43.2,56.8,12:42,11:07,6,6,-2.0,77,54.5
William Lockwood,22,VAN,RW,2,17,27,38.6,-8.7,16,23,41.0,-4.8,0.0,87.5,87.5,58.3,41.7,14:12,11:02,0,1,-0.7,4,75.0
Ryan Lomberg,26,FLA,LW,34,249,248,50.1,-5.2,203,198,50.6,-4.6,6.8,90.9,97.7,38.4,61.6,9:43,9:13,8,2,-0.9,68,69.1
Steven Lorentz,24,CAR,C/LW,45,413,374,52.5,-1.0,311,284,52.3,-1.1,7.8,93.2,101.0,58.9,41.1,10:26,10:10,11,10,2.7,76,52.6
Adam Lowry,27,WPG,LW,52,496,588,45.8,-3.6,377,446,45.8,-3.3,10.8,91.9,102.7,40.5,59.5,15:32,12:13,16,13,-8.9,137,58.4
Milan Lucic,32,CGY,LW,56,582,560,51.0,-2.5,439,424,50.9,-2.1,9.4,89.0,98.3,50.7,49.3,13:38,12:00,19,29,-1.0,114,64.9
Matt Luff,23,LAK,RW,13,106,133,44.4,-2.0,85,98,46.4,0.0,1.7,94.5,96.2,47.6,52.4,10:29,10:12,2,4,-2.8,33,54.5
Isac Lundestrom,21,ANA,C,41,418,449,48.2,-2.8,320,339,48.6,-1.3,7.5,90.3,97.8,57.1,42.9,15:15,13:23,18,13,-1.2,88,59.1
Eetu Luostarinen,22,FLA,C,44,377,404,48.3,-5.4,291,313,48.2,-5.3,6.4,89.8,96.3,46.3,53.7,13:08,10:55,25,11,-2.9,63,54.0
Ilya Lyubushkin,26,ARI,D,42,516,596,46.4,-3.0,391,451,46.4,-3.6,5.9,91.3,97.3,45.8,54.2,15:42,15:34,8,13,-6.8,72,50.0
Olli Maatta,26,LAK,D,41,486,543,47.2,0.8,390,411,48.7,2.6,9.1,88.1,97.2,47.7,52.3,16:26,14:58,4,23,-6.6,78,55.1
Kurtis MacDermid,26,LAK,D,28,273,362,43.0,-7.1,208,273,43.2,-6.8,8.8,86.7,95.5,49.7,50.3,13:21,11:59,2,17,-11.7,42,38.1
Jacob MacDonald,27,COL,D,33,519,333,60.9,2.8,368,239,60.6,2.5,8.6,94.0,102.6,56.5,43.5,14:57,14:02,8,8,10.5,115,42.6
Mackenzie MacEachern,26,STL,LW,21,138,138,50.0,1.7,103,107,49.0,1.2,6.5,95.5,101.9,40.0,60.0,9:42,8:44,1,1,-1.6,28,89.3
Zack MacEwen,24,VAN,C,34,223,247,47.4,1.3,165,189,46.6,0.3,8.8,91.5,100.4,46.3,53.7,8:38,8:31,6,6,-4.2,56,55.4
Ryan MacInnis,24,CBJ,C,16,114,129,46.9,0.7,81,95,46.0,0.5,1.6,93.8,95.4,29.4,70.6,9:58,9:55,3,5,-0.7,23,60.9
Connor Mackey,24,CGY,D,6,59,55,51.8,1.8,45,52,46.4,-3.5,15.2,95.0,110.2,60.0,40.0,14:10,11:27,0,4,-0.3,11,36.4
Nathan MacKinnon,25,COL,C,48,914,540,62.9,7.0,663,397,62.5,7.7,12.2,88.9,101.1,67.1,32.9,20:22,16:12,16,29,18.5,374,55.1
Josh Mahura,22,ANA,D,13,164,172,48.8,-0.3,115,128,47.3,-1.0,10.0,90.0,100.0,56.8,43.2,15:54,15:29,1,9,0.8,34,41.2
Philippe Maillet,28,WSH,F,2,21,12,63.6,7.0,14,12,53.8,-4.5,0.0,88.9,88.9,83.3,16.7,9:09,9:09,0,1,-0.2,3,33.3
Cale Makar,22,COL,D,44,920,590,60.9,4.4,658,450,59.4,3.4,11.8,88.7,100.5,63.1,36.9,24:19,19:10,32,21,14.7,225,46.2
Evgeni Malkin,34,PIT,C,33,409,387,51.4,2.0,303,284,51.6,1.8,10.2,88.7,98.9,68.4,31.6,17:44,14:28,26,34,-4.7,126,57.1
Sean Malone,25,NSH,C,1,14,9,60.9,3.3,9,8,52.9,-3.7,14.3,66.7,81.0,71.4,28.6,10:38,10:15,0,0,0.3,1,100.0
Mikhail Maltsev,22,NJD,LW,33,343,328,51.1,-1.4,253,265,48.8,-3.1,8.8,90.5,99.2,41.5,58.5,11:27,11:13,24,11,-1.1,110,50.0
Andrew Mangiapane,24,CGY,LW,56,728,624,53.8,1.3,552,480,53.5,1.3,8.5,90.7,99.2,51.2,48.8,16:40,13:25,40,18,8.4,169,53.8
Josh Manson,29,ANA,D,23,253,341,42.6,-5.2,187,273,40.7,-5.0,12.0,90.7,102.7,43.1,56.9,17:59,15:22,6,13,-6.4,48,39.6
Anthony Mantha,26,TOT,RW,56,734,699,51.2,2.9,566,552,50.6,2.4,9.6,87.2,96.8,54.5,45.5,18:07,15:29,11,30,4.5,,
Brad Marchand,32,BOS,LW,53,802,515,60.9,9.0,646,400,61.8,8.9,10.9,89.0,99.9,57.3,42.7,18:55,14:04,42,36,11.1,228,62.7
Jonathan Marchessault,30,VEG,C,55,873,681,56.2,3.8,607,499,54.9,1.4,10.8,92.5,103.4,57.8,42.2,17:25,14:49,29,22,6.9,331,53.2
Mason Marchment,25,FLA,F,33,397,319,55.4,5.2,293,252,53.8,2.0,9.0,91.2,100.2,49.2,50.8,14:08,13:10,13,11,8.1,90,55.6
John Marino,23,PIT,D,52,731,677,51.9,1.9,551,510,51.9,1.6,10.1,91.1,101.2,49.2,50.8,20:43,17:29,29,21,-3.8,106,52.8
Patrick Marleau,41,SJS,C,56,539,579,48.2,0.3,397,434,47.8,-0.8,6.7,90.9,97.5,50.9,49.1,13:17,11:32,22,8,-0.8,97,55.7
Mitch Marner,23,TOR,RW,55,858,793,52.0,1.6,657,582,53.0,1.9,13.4,90.1,103.4,56.3,43.7,22:26,17:22,53,69,22.1,295,52.9
Pat Maroon,32,TBL,LW,55,400,461,46.5,-6.8,297,350,45.9,-7.5,12.2,91.0,103.2,61.1,38.9,11:36,9:56,6,12,-0.5,68,67.6
Matt Martin,31,NYI,LW,54,397,492,44.7,-5.0,295,355,45.4,-5.1,7.3,92.4,99.7,39.1,60.9,11:04,10:32,11,6,0.2,93,73.1
